index,ContractAge,Position,Nationality,Height,Overall Pick,GAMES_PLAYED_t,G_t,A_t,P_t,PLUS_MINUS_t,PIM_t,GP_PLAYOFF_t,G_PLAYOFF_t,A_PLAYOFF_t,P_PLAYOFF_t,PLUS_MINUS_PLAYOFF_t,PIM_PLAYOFF_t,TOI_t,ixG_t,xG±/60_t,RelxG±/60_t,C±/60_t,RelC±/60_t,TOI_PLAYOFF_t,ixG_PLAYOFF_t,xG±/60_PLAYOFF_t,RelxG±/60_PLAYOFF_t,C±/60_PLAYOFF_t,RelC±/60_PLAYOFF_t,G_PG_t,P_PG_t,PIM_PG_t,G_PG_PLAYOFF_t,P_PG_PLAYOFF_t,GAMES_PLAYED_t1,G_t1,A_t1,P_t1,PLUS_MINUS_t1,PIM_t1,GP_PLAYOFF_t1,G_PLAYOFF_t1,A_PLAYOFF_t1,P_PLAYOFF_t1,PLUS_MINUS_PLAYOFF_t1,PIM_PLAYOFF_t1,TOI_t1,ixG_t1,xG±/60_t1,RelxG±/60_t1,C±/60_t1,RelC±/60_t1,TOI_PLAYOFF_t1,ixG_PLAYOFF_t1,xG±/60_PLAYOFF_t1,RelxG±/60_PLAYOFF_t1,C±/60_PLAYOFF_t1,RelC±/60_PLAYOFF_t1,G_PG_t1,P_PG_t1,PIM_PG_t1,G_PG_PLAYOFF_t1,P_PG_PLAYOFF_t1,GAMES_PLAYED_t2,G_t2,A_t2,P_t2,PLUS_MINUS_t2,PIM_t2,GP_PLAYOFF_t2,G_PLAYOFF_t2,A_PLAYOFF_t2,P_PLAYOFF_t2,PLUS_MINUS_PLAYOFF_t2,PIM_PLAYOFF_t2,TOI_t2,ixG_t2,xG±/60_t2,RelxG±/60_t2,C±/60_t2,RelC±/60_t2,TOI_PLAYOFF_t2,ixG_PLAYOFF_t2,xG±/60_PLAYOFF_t2,RelxG±/60_PLAYOFF_t2,C±/60_PLAYOFF_t2,RelC±/60_PLAYOFF_t2,G_PG_t2,P_PG_t2,PIM_PG_t2,G_PG_PLAYOFF_t2,P_PG_PLAYOFF_t2,GAMES_PLAYED_avg,G_avg,A_avg,P_avg,PLUS_MINUS_avg,PIM_avg,GP_PLAYOFF_avg,G_PLAYOFF_avg,A_PLAYOFF_avg,P_PLAYOFF_avg,PLUS_MINUS_PLAYOFF_avg,PIM_PLAYOFF_avg,TOI_avg,ixG_avg,xG±/60_avg,RelxG±/60_avg,C±/60_avg,RelC±/60_avg,TOI_PLAYOFF_avg,ixG_PLAYOFF_avg,xG±/60_PLAYOFF_avg,RelxG±/60_PLAYOFF_avg,C±/60_PLAYOFF_avg,RelC±/60_PLAYOFF_avg,G_PG_avg,P_PG_avg,PIM_PG_avg,G_PG_PLAYOFF_avg,P_PG_PLAYOFF_avg,Current Salary
Pius Suter,27.0,C,CHE,71.0,121.0,79.0,14.0,10.0,24.0,-3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,10.11,-0.08,0.28,-8.56,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.17721518987341772,0.3037974683544304,0.0759493670886076,0.0,0.0,82.0,15.0,21.0,36.0,-11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.05,15.53,-0.3,0.16,-9.65,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.18292682926829268,0.43902439024390244,0.2682926829268293,0.0,0.0,55.0,14.0,13.0,27.0,-5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,10.8,-0.19,0.39,-7.23,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.2545454545454545,0.4909090909090909,0.2545454545454545,0.0,0.0,72.0,14.333333333333334,14.666666666666666,29.0,-6.333333333333333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.883333333333333,12.146666666666667,-0.19000000000000003,0.27666666666666667,-8.48,2.1133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2048958245623883,0.4112436498358079,0.1995958348536305,0.0,0.0,"$3,250,000"
Jujhar Khaira,29.0,L,CAN,76.0,63.0,51.0,6.0,8.0,14.0,-11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,5.17,-0.45,0.51,-11.82,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.27450980392156865,0.6078431372549019,0.0,0.0,27.0,3.0,0.0,3.0,-4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.88,-0.23,0.18,-9.9,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.48148148148148145,0.0,0.0,40.0,3.0,8.0,11.0,-1.0,42.0,4.0,1.0,0.0,1.0,-2.0,6.0,10.666666666666666,2.56,-0.68,-0.5,-10.01,-4.59,12.25,0.57,0.09,0.08,-8.27,-15.27,0.075,0.275,1.05,0.25,0.25,39.333333333333336,4.0,5.333333333333333,9.333333333333334,-5.333333333333333,28.666666666666668,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,2.0,11.688888888888888,3.536666666666667,-0.45333333333333337,0.06333333333333331,-10.576666666666666,0.8000000000000002,4.083333333333333,0.18999999999999997,0.03,0.02666666666666667,-2.7566666666666664,-5.09,0.10125272331154683,0.22020697167755995,0.7131082062454611,0.08333333333333333,0.08333333333333333,"$975,000"
Darren Helm,36.0,C,CAN,72.0,132.0,11.0,0.0,0.0,0.0,-1.0,4.0,1.0,0.0,0.0,0.0,-1.0,0.0,8.516666666666667,0.84,-0.88,-0.96,-9.89,-13.03,8.15,0.01,-3.19,-2.8,-55.13,-47.44,0.0,0.0,0.36363636363636365,0.0,0.0,68.0,7.0,8.0,15.0,-5.0,14.0,20.0,2.0,3.0,5.0,3.0,12.0,9.466666666666667,7.16,-0.14,-0.26,2.79,-2.5,9.766666666666667,1.52,0.68,0.05,15.14,-1.09,0.10294117647058823,0.22058823529411764,0.20588235294117646,0.1,0.25,47.0,3.0,5.0,8.0,-3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,4.5,-0.36,0.06,-6.07,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.1702127659574468,0.2127659574468085,0.0,0.0,42.0,3.3333333333333335,4.333333333333333,7.666666666666667,-3.0,9.333333333333334,7.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,4.0,10.46111111111111,4.166666666666667,-0.45999999999999996,-0.38666666666666666,-4.390000000000001,-3.3633333333333333,5.972222222222222,0.51,-0.8366666666666666,-0.9166666666666666,-13.33,-16.176666666666666,0.05559032123487693,0.13026700041718817,0.26076155800811623,0.03333333333333333,0.08333333333333333,"$1,250,000"
Gustav Nyquist,34.0,C,SWE,71.0,121.0,48.0,10.0,12.0,22.0,-11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,6.97,-0.62,0.06,-15.1,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.4583333333333333,0.3333333333333333,0.0,0.0,82.0,18.0,35.0,53.0,-12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.46,-0.89,-0.26,-10.02,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.21951219512195122,0.6463414634146342,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,14.0,23.5,37.5,-11.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.325,7.715,-0.755,-0.1,-12.559999999999999,-1.8499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.21392276422764228,0.5523373983739838,0.3252032520325203,0.0,0.0,"$5,500,000"
Luke Glendening,34.0,C,USA,71.0,121.0,70.0,3.0,3.0,6.0,-9.0,50.0,17.0,2.0,1.0,3.0,-5.0,2.0,10.35,6.22,-0.38,-0.49,-2.02,-6.0,9.65,1.5,0.03,-0.27,-8.13,-9.85,0.04285714285714286,0.08571428571428572,0.7142857142857143,0.11764705882352941,0.17647058823529413,82.0,9.0,7.0,16.0,-17.0,15.0,6.0,0.0,0.0,0.0,-2.0,2.0,12.3,11.78,-0.33,-0.33,-9.77,-5.82,9.8,0.42,-0.93,-0.02,-27.9,0.93,0.10975609756097561,0.1951219512195122,0.18292682926829268,0.0,0.0,54.0,6.0,9.0,15.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,6.26,-0.62,-0.25,-14.71,-4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.37037037037037035,0.0,0.0,68.66666666666667,6.0,6.333333333333333,12.333333333333334,-7.666666666666667,28.333333333333332,7.666666666666667,0.6666666666666666,0.3333333333333333,1.0,-2.3333333333333335,1.3333333333333333,11.827777777777778,8.086666666666666,-0.44333333333333336,-0.3566666666666667,-8.833333333333334,-5.510000000000001,6.483333333333334,0.64,-0.3,-0.09666666666666668,-12.01,-2.973333333333333,0.08790811717640985,0.18620467157052523,0.4225276379747925,0.0392156862745098,0.05882352941176471,"$1,500,000"
Tyler Bertuzzi,28.0,L,CAN,73.0,58.0,29.0,4.0,10.0,14.0,-12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13.766666666666667,4.51,0.07,0.45,1.74,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.4827586206896552,0.7931034482758621,0.0,0.0,68.0,30.0,32.0,62.0,-11.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.39,-0.13,0.27,-4.88,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.9117647058823529,0.6911764705882353,0.0,0.0,9.0,5.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.366666666666667,1.42,-0.11,0.23,2.88,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.0,0.0,35.333333333333336,13.0,14.666666666666666,27.666666666666668,-7.666666666666667,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,14.377777777777778,6.44,-0.056666666666666664,0.31666666666666665,-0.0866666666666666,8.713333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.37822102020884985,0.7241003681165953,0.6429081211028472,0.0,0.0,"$4,750,000"
Troy Stecher,29.0,D,CAN,70.0,121.0,61.0,0.0,7.0,7.0,-3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,2.04,-0.94,-0.27,-20.6,-5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.47540983606557374,0.0,0.0,16.0,1.0,1.0,2.0,-6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.466666666666667,0.5,-0.44,0.03,-11.39,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.5625,0.0,0.0,44.0,3.0,8.0,11.0,-13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.56,-0.37,0.05,-9.89,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.25,0.2727272727272727,0.0,0.0,40.333333333333336,1.3333333333333333,5.333333333333333,6.666666666666667,-7.333333333333333,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,15.405555555555557,1.3666666666666665,-0.5833333333333334,-0.06333333333333334,-13.96,-1.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04356060606060606,0.1632513661202186,0.4368790362642821,0.0,0.0,"$1,250,000"
Erik Johnson,35.0,D,USA,76.0,1.0,63.0,0.0,8.0,8.0,8.0,12.0,7.0,1.0,0.0,1.0,0.0,0.0,15.75,2.66,-0.04,-0.23,-1.57,-7.23,13.016666666666667,0.23,0.37,0.77,-16.88,-7.22,0.0,0.12698412698412698,0.19047619047619047,0.14285714285714285,0.14285714285714285,77.0,8.0,17.0,25.0,22.0,24.0,20.0,1.0,4.0,5.0,10.0,4.0,14.766666666666667,4.13,0.19,0.01,6.58,-0.76,15.583333333333334,0.78,0.65,-0.13,16.88,-4.5,0.1038961038961039,0.3246753246753247,0.3116883116883117,0.05,0.25,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.016666666666667,0.04,0.52,-0.28,17.73,-2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,48.0,2.6666666666666665,8.666666666666666,11.333333333333334,10.666666666666666,12.666666666666666,9.0,0.6666666666666666,1.3333333333333333,2.0,3.3333333333333335,1.3333333333333333,13.844444444444443,2.276666666666667,0.22333333333333336,-0.16666666666666666,7.580000000000001,-3.6133333333333333,9.533333333333333,0.33666666666666667,0.34,0.21333333333333335,0.0,-3.9066666666666663,0.03463203463203463,0.2338864838864839,0.334054834054834,0.06428571428571428,0.13095238095238096,"$6,000,000"
Vladimir Tarasenko,32.0,R,RUS,73.0,16.0,38.0,10.0,19.0,29.0,-18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,6.3,-0.65,-0.07,-12.72,-3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.7631578947368421,0.21052631578947367,0.0,0.0,75.0,34.0,48.0,82.0,7.0,32.0,12.0,6.0,3.0,9.0,-2.0,0.0,14.05,15.99,-0.16,-0.09,-7.89,-4.8,13.716666666666667,1.33,-1.24,-0.44,-24.46,-5.66,0.4533333333333333,1.0933333333333333,0.4266666666666667,0.5,0.75,24.0,4.0,10.0,14.0,-7.0,0.0,4.0,2.0,0.0,2.0,-8.0,0.0,14.7,2.38,-0.69,-0.38,-11.69,-7.37,14.533333333333333,0.59,-1.98,-0.69,-41.85,-15.85,0.16666666666666666,0.5833333333333334,0.0,0.5,0.5,45.666666666666664,16.0,25.666666666666668,41.666666666666664,-6.0,13.333333333333334,5.333333333333333,2.6666666666666665,1.0,3.6666666666666665,-3.3333333333333335,0.0,14.472222222222223,8.223333333333333,-0.5,-0.18000000000000002,-10.766666666666666,-5.336666666666667,9.416666666666666,0.64,-1.0733333333333333,-0.37666666666666665,-22.103333333333335,-7.169999999999999,0.2943859649122807,0.8132748538011696,0.21239766081871347,0.3333333333333333,0.4166666666666667,"$7,500,000"
Paul Stastny,38.0,C,USA,72.0,44.0,73.0,9.0,13.0,22.0,4.0,16.0,15.0,4.0,0.0,4.0,-1.0,4.0,11.25,10.91,1.26,0.04,29.97,1.46,11.883333333333333,2.06,1.25,0.53,25.75,11.61,0.1232876712328767,0.3013698630136986,0.2191780821917808,0.26666666666666666,0.26666666666666666,71.0,21.0,24.0,45.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,14.29,0.15,0.25,5.91,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.29577464788732394,0.6338028169014085,0.19718309859154928,0.0,0.0,56.0,13.0,16.0,29.0,-3.0,32.0,6.0,1.0,1.0,2.0,1.0,8.0,14.75,8.96,-0.1,0.31,-1.14,2.31,17.516666666666666,0.79,-0.27,1.02,-0.73,10.39,0.23214285714285715,0.5178571428571429,0.5714285714285714,0.16666666666666666,0.3333333333333333,66.66666666666667,14.333333333333334,17.666666666666668,32.0,5.0,20.666666666666668,7.0,1.6666666666666667,0.3333333333333333,2.0,0.0,4.0,13.65,11.386666666666665,0.4366666666666666,0.19999999999999998,11.579999999999998,3.19,9.799999999999999,0.9500000000000001,0.32666666666666666,0.5166666666666667,8.34,7.333333333333333,0.2170683920876859,0.4843432742574167,0.3292632507373005,0.14444444444444446,0.19999999999999998,"$1,500,000"
Ivan Barbashev,28.0,C,RUS,73.0,33.0,59.0,10.0,19.0,29.0,-10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,14.433333333333334,8.32,-0.67,-0.12,-9.6,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.1694915254237288,0.4915254237288136,0.6101694915254238,0.0,0.0,81.0,26.0,34.0,60.0,4.0,40.0,12.0,0.0,2.0,2.0,-6.0,4.0,14.483333333333333,11.61,-0.54,-0.39,-13.18,-8.44,12.583333333333334,1.05,-1.46,-0.68,-24.07,-6.68,0.32098765432098764,0.7407407407407407,0.49382716049382713,0.0,0.16666666666666666,38.0,5.0,7.0,12.0,5.0,6.0,4.0,0.0,1.0,1.0,-2.0,4.0,11.0,4.78,-0.33,-0.04,-4.34,-0.64,14.383333333333333,0.63,-1.66,-0.65,-23.33,-1.66,0.13157894736842105,0.3157894736842105,0.15789473684210525,0.0,0.25,59.333333333333336,13.666666666666666,20.0,33.666666666666664,-0.3333333333333333,27.333333333333332,5.333333333333333,0.0,1.0,1.0,-2.6666666666666665,2.6666666666666665,13.305555555555555,8.236666666666666,-0.5133333333333333,-0.18333333333333335,-9.040000000000001,-2.8466666666666662,8.988888888888889,0.56,-1.04,-0.44333333333333336,-15.799999999999999,-2.78,0.2073527090377125,0.5160185460512549,0.4206304629537854,0.0,0.13888888888888887,"$2,250,000"
Austin Poganski,27.0,R,USA,73.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.133333333333333,1.0,-0.59,-0.48,-9.64,-7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,-0.03,0.28,-8.43,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,-2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,9.341666666666667,0.5,-0.31,-0.09999999999999998,-9.035,-5.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,"$750,000"
Niko Mikkola,27.0,D,FIN,76.0,127.0,50.0,0.0,3.0,3.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45,1.2,-0.5,0.0,-17.48,-7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.7,0.0,0.0,54.0,3.0,10.0,13.0,-6.0,55.0,12.0,0.0,1.0,1.0,0.0,8.0,16.033333333333335,2.02,-0.27,-0.09,-11.04,-5.95,14.333333333333334,0.14,-0.52,0.19,-17.2,0.35,0.05555555555555555,0.24074074074074073,1.0185185185185186,0.0,0.08333333333333333,30.0,1.0,2.0,3.0,-11.0,11.0,4.0,0.0,1.0,1.0,0.0,2.0,13.1,0.93,-0.36,-0.08,-10.68,-6.7,14.116666666666667,0.11,-2.04,-0.91,-44.01,-17.16,0.03333333333333333,0.1,0.36666666666666664,0.0,0.25,44.666666666666664,1.3333333333333333,5.0,6.333333333333333,-5.0,33.666666666666664,5.333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,14.861111111111112,1.383333333333333,-0.37666666666666665,-0.056666666666666664,-13.066666666666668,-6.736666666666667,9.483333333333334,0.08333333333333333,-0.8533333333333334,-0.24,-20.403333333333332,-5.603333333333333,0.029629629629629627,0.13358024691358025,0.6950617283950616,0.0,0.1111111111111111,"$1,900,000"
Michael Stone,33.0,D,CAN,75.0,69.0,48.0,6.0,5.0,11.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.96,0.01,-0.4,17.16,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.22916666666666666,0.7291666666666666,0.0,0.0,11.0,2.0,4.0,6.0,3.0,4.0,9.0,2.0,3.0,5.0,6.0,4.0,16.233333333333334,0.39,-0.34,-0.85,6.91,-10.03,10.866666666666667,0.75,1.46,0.88,51.05,27.14,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.2222222222222222,0.5555555555555556,21.0,2.0,2.0,4.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.766666666666667,0.88,0.34,0.09,10.08,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.2857142857142857,0.0,0.0,26.666666666666668,3.3333333333333335,3.6666666666666665,7.0,1.3333333333333333,15.0,3.0,0.6666666666666666,1.0,1.6666666666666667,2.0,1.3333333333333333,14.700000000000001,1.0766666666666667,0.003333333333333336,-0.38666666666666666,11.383333333333333,-2.1966666666666668,3.6222222222222222,0.25,0.48666666666666664,0.29333333333333333,17.016666666666666,9.046666666666667,0.134018759018759,0.32169913419913415,0.459505772005772,0.07407407407407407,0.1851851851851852,"$750,000"
Trevor Lewis,36.0,C,USA,73.0,17.0,82.0,9.0,11.0,20.0,-7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.066666666666666,8.82,0.14,-0.28,14.04,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.10975609756097561,0.24390243902439024,0.21951219512195122,0.0,0.0,80.0,6.0,10.0,16.0,-1.0,12.0,12.0,2.0,3.0,5.0,-1.0,14.0,11.816666666666666,7.46,-0.26,-0.62,3.56,-11.42,11.1,1.23,0.1,-0.49,14.65,-10.3,0.075,0.2,0.15,0.16666666666666666,0.4166666666666667,56.0,5.0,5.0,10.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,8.733333333333333,4.23,-0.06,0.15,-10.93,-5.16,7.85,0.03,-3.15,-1.46,-61.19,-34.15,0.08928571428571429,0.17857142857142858,0.03571428571428571,0.0,0.0,72.66666666666667,6.666666666666667,8.666666666666666,15.333333333333334,-0.3333333333333333,10.666666666666666,6.666666666666667,0.6666666666666666,1.0,1.6666666666666667,-0.3333333333333333,4.666666666666667,10.53888888888889,6.836666666666667,-0.06,-0.25,2.2233333333333327,-6.32,6.316666666666666,0.42,-1.0166666666666666,-0.65,-15.513333333333334,-14.816666666666668,0.0913472706155633,0.20749128919860627,0.13507549361207896,0.05555555555555555,0.1388888888888889,"$800,000"
Matt Nieto,31.0,L,USA,71.0,47.0,45.0,8.0,7.0,15.0,-22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,6.74,-0.28,-0.31,-6.11,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.3333333333333333,0.17777777777777778,0.0,0.0,70.0,6.0,11.0,17.0,-20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,6.42,-0.34,0.01,-14.43,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.24285714285714285,0.2714285714285714,0.0,0.0,28.0,5.0,2.0,7.0,-4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.766666666666667,3.9,-0.33,-0.28,-11.9,-5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.25,0.14285714285714285,0.0,0.0,47.666666666666664,6.333333333333333,6.666666666666667,13.0,-15.333333333333334,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,12.772222222222224,5.6866666666666665,-0.3166666666666667,-0.19333333333333336,-10.813333333333333,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.14735449735449735,0.27539682539682536,0.1973544973544973,0.0,0.0,"$850,000"
Joonas Donskoi,31.0,R,FIN,72.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,20.0,22.0,-10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,7.87,-0.31,-0.07,-1.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.29333333333333333,0.18666666666666668,0.0,0.0,51.0,17.0,14.0,31.0,14.0,10.0,10.0,3.0,2.0,5.0,-1.0,0.0,11.7,6.54,0.7,-0.12,14.67,-5.73,11.383333333333333,1.03,0.28,0.25,0.57,-6.14,0.3333333333333333,0.6078431372549019,0.19607843137254902,0.3,0.5,63.0,9.5,17.0,26.5,2.0,12.0,5.0,1.5,1.0,2.5,-0.5,0.0,12.05,7.205,0.19499999999999998,-0.095,6.835,-2.9850000000000003,5.691666666666666,0.515,0.14,0.125,0.285,-3.07,0.18,0.4505882352941176,0.19137254901960785,0.15,0.25,"$3,900,000"
Kyle Burroughs,28.0,D,CAN,72.0,196.0,48.0,2.0,3.0,5.0,-4.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,16.233333333333334,1.26,-0.16,0.14,-5.28,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.10416666666666667,1.2916666666666667,0.0,0.0,42.0,1.0,4.0,5.0,-3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.216666666666667,1.49,-0.41,-0.3,-4.38,-2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.11904761904761904,0.9285714285714286,0.0,0.0,5.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.416666666666666,0.1,1.63,0.93,30.06,14.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,31.666666666666668,1.0,2.6666666666666665,3.6666666666666665,-2.0,35.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,13.28888888888889,0.9500000000000001,0.35333333333333333,0.25666666666666665,6.8,4.6466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.02182539682539682,0.14107142857142857,1.0734126984126984,0.0,0.0,"$750,000"
Andrew Cogliano,36.0,C,CAN,70.0,25.0,79.0,10.0,9.0,19.0,6.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,11.7,5.66,-0.26,-0.39,-0.4,-4.63,8.966666666666667,0.28,-0.9,-0.46,-15.23,-2.44,0.12658227848101267,0.24050632911392406,0.5569620253164557,0.0,0.0,56.0,4.0,11.0,15.0,-16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.966666666666667,4.65,-0.81,-0.44,-17.82,-3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.26785714285714285,0.21428571428571427,0.0,0.0,54.0,5.0,6.0,11.0,-8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,6.56,0.23,0.04,4.73,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.2037037037037037,0.4444444444444444,0.0,0.0,63.0,6.333333333333333,8.666666666666666,15.0,-6.0,26.666666666666668,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,12.27222222222222,5.623333333333334,-0.28,-0.26333333333333336,-4.496666666666666,-2.3466666666666662,2.988888888888889,0.09333333333333334,-0.3,-0.15333333333333335,-5.076666666666667,-0.8133333333333334,0.09686781416739222,0.23735572522492354,0.4052307280155381,0.0,0.0,"$1,250,000"
